1.058234000000000030e+01 -1.412342943087901759e+00
1.057175766000000117e+01 -1.412392996804470169e+00
1.056117532000000203e+01 -1.412443154616050522e+00
1.055059298000000290e+01 -1.412493411223916251e+00
1.054001064000000376e+01 -1.412543768673665934e+00
1.052942830000000463e+01 -1.412594227238905153e+00
1.051884596000000549e+01 -1.412644787435540339e+00
1.050826362000000636e+01 -1.412695449540342985e+00
1.049768128000000722e+01 -1.412746211919579942e+00
1.048709894000000808e+01 -1.412797080331470001e+00
1.047651660000000895e+01 -1.412848047996893230e+00
1.046593426000000981e+01 -1.412899122165964805e+00
1.045535192000001068e+01 -1.412950298080561495e+00
1.044476958000001154e+01 -1.413001577618713034e+00
1.043418724000001241e+01 -1.413052961171837429e+00
1.042360490000001327e+01 -1.413104449056698853e+00
1.041302256000001414e+01 -1.413156041668076623e+00
1.040244022000001500e+01 -1.413207744061793836e+00
1.039185788000001587e+01 -1.413259546865736960e+00
1.038127554000001673e+01 -1.413311453566566289e+00
1.037069320000001760e+01 -1.413363469632630043e+00
1.036011086000001846e+01 -1.413415590320954873e+00
1.034952852000001933e+01 -1.413467817517786829e+00
1.033894618000002019e+01 -1.413520151627691623e+00
1.032836384000002106e+01 -1.413572592979280396e+00
1.031778150000002192e+01 -1.413625140188010221e+00
1.030719916000002279e+01 -1.413677798807032593e+00
1.029661682000002365e+01 -1.413730563869141310e+00
1.028603448000002452e+01 -1.413783437500986340e+00
1.027545214000002538e+01 -1.413836420038002251e+00
1.026486980000002625e+01 -1.413889511895904727e+00
1.025428746000002711e+01 -1.413942711462212065e+00
1.024370512000002797e+01 -1.413996024534508233e+00
1.023312278000002884e+01 -1.414049446074538974e+00
1.022254044000002970e+01 -1.414102978217838258e+00
1.021195810000003057e+01 -1.414156621387936186e+00
1.020137576000003143e+01 -1.414210375805930342e+00
1.019079342000003230e+01 -1.414264241827920987e+00
1.018021108000003316e+01 -1.414318219837133128e+00
1.016962874000003403e+01 -1.414372310263527721e+00
1.015904640000003489e+01 -1.414426511503745321e+00
1.014846406000003576e+01 -1.414480829371999038e+00
1.013788172000003662e+01 -1.414535257127664147e+00
1.012729938000003749e+01 -1.414589802059424528e+00
1.011671704000003835e+01 -1.414644459466037896e+00
1.010613470000003922e+01 -1.414699231256856482e+00
1.009555236000004008e+01 -1.414754117872889738e+00
1.008497002000004095e+01 -1.414809119675550786e+00
1.007438768000004181e+01 -1.414864237109734191e+00
1.006380534000004268e+01 -1.414919468581754547e+00
1.005322300000004354e+01 -1.414974825158397786e+00
1.004264066000004441e+01 -1.415030289651670214e+00
1.003205832000004527e+01 -1.415085874586580639e+00
1.002147598000004614e+01 -1.415141575279555530e+00
1.001089364000004700e+01 -1.415197393649841651e+00
1.000031130000004786e+01 -1.415253330153873224e+00
9.989728960000048730e+00 -1.415309385167087930e+00
9.979146620000049595e+00 -1.415365559149936336e+00
9.968564280000050459e+00 -1.415421850518936653e+00
9.957981940000051324e+00 -1.415478265123744306e+00
9.947399600000052189e+00 -1.415534796248453908e+00
9.936817260000053054e+00 -1.415591451206673845e+00
9.926234920000053918e+00 -1.415648225333109300e+00
9.915652580000054783e+00 -1.415705120557579244e+00
9.905070240000055648e+00 -1.415762137352679195e+00
9.894487900000056513e+00 -1.415819276108418956e+00
9.883905560000057378e+00 -1.415876537301679061e+00
9.873323220000058242e+00 -1.415933921155860364e+00
9.862740880000059107e+00 -1.415991428150957798e+00
9.852158540000059972e+00 -1.416049056973042619e+00
9.841576200000060837e+00 -1.416106813152860466e+00
9.830993860000061701e+00 -1.416164692044393547e+00
9.820411520000062566e+00 -1.416222695588513547e+00
9.809829180000063431e+00 -1.416280824274720684e+00
9.799246840000064296e+00 -1.416339078508466853e+00
9.788664500000065161e+00 -1.416397456986705272e+00
9.778082160000066025e+00 -1.416455965335907896e+00
9.767499820000066890e+00 -1.416514598662532265e+00
9.756917480000067755e+00 -1.416573359175994584e+00
9.746335140000068620e+00 -1.416632247290609214e+00
9.735752800000069485e+00 -1.416691263510145404e+00
9.725170460000070349e+00 -1.416750406279802865e+00
9.714588120000071214e+00 -1.416809681499326290e+00
9.704005780000072079e+00 -1.416869084197750706e+00
9.693423440000072944e+00 -1.416928622227057399e+00
9.682841100000073808e+00 -1.416988284851308455e+00
9.672258760000074673e+00 -1.417048077939279116e+00
9.661676420000075538e+00 -1.417108002008375056e+00
9.651094080000076403e+00 -1.417168057489516908e+00
9.640511740000077268e+00 -1.417228244904884527e+00
9.629929400000078132e+00 -1.417288562712026412e+00
9.619347060000078997e+00 -1.417349016831937147e+00
9.608764720000079862e+00 -1.417409600599371045e+00
9.598182380000080727e+00 -1.417470321378805798e+00
9.587600040000081592e+00 -1.417531174577389086e+00
9.577017700000082456e+00 -1.417592162167336634e+00
9.566435360000083321e+00 -1.417653284685143511e+00
9.555853020000084186e+00 -1.417714542579112891e+00
9.545270680000085051e+00 -1.417775936390657687e+00
9.534688340000085915e+00 -1.417837464590566920e+00
9.524106000000086780e+00 -1.417899133121916178e+00
9.513523660000087645e+00 -1.417960935335523809e+00
9.502941320000088510e+00 -1.418022878611918003e+00
9.492358980000089375e+00 -1.418084958380768423e+00
9.481776640000090239e+00 -1.418147176627859496e+00
9.471194300000091104e+00 -1.418209533909674525e+00
9.460611960000091969e+00 -1.418272030692814267e+00
9.450029620000092834e+00 -1.418334667538957428e+00
9.439447280000093699e+00 -1.418397442932739505e+00
9.428864940000094563e+00 -1.418460362840506361e+00
9.418282600000095428e+00 -1.418523420629922427e+00
9.407700260000096293e+00 -1.418586623698419036e+00
9.397117920000097158e+00 -1.418649967499298281e+00
9.386535580000098022e+00 -1.418713454032670906e+00
9.375953240000098887e+00 -1.418777083876014089e+00
9.365370900000099752e+00 -1.418840857515156983e+00
9.354788560000100617e+00 -1.418904775533061713e+00
9.344206220000101482e+00 -1.418968844290074527e+00
9.333623880000102346e+00 -1.419033052267384631e+00
9.323041540000103211e+00 -1.419097404300065479e+00
9.312459200000104076e+00 -1.419161906002308848e+00
9.301876860000104941e+00 -1.419226552852057788e+00
9.291294520000105805e+00 -1.419291346864633097e+00
9.280712180000106670e+00 -1.419356288639568309e+00
9.270129840000107535e+00 -1.419421378682965695e+00
9.259547500000108400e+00 -1.419486615798035700e+00
9.248965160000109265e+00 -1.419552005707927389e+00
9.238382820000110129e+00 -1.419617543616220612e+00
9.227800480000110994e+00 -1.419683231840360271e+00
9.217218140000111859e+00 -1.419749070898048471e+00
9.206635800000112724e+00 -1.419815061407487367e+00
9.196053460000113589e+00 -1.419881201892579714e+00
9.185471120000114453e+00 -1.419947498384160234e+00
9.174888780000115318e+00 -1.420013946001520866e+00
9.164306440000116183e+00 -1.420080547077062993e+00
9.153724100000117048e+00 -1.420147302242249943e+00
9.143141760000117912e+00 -1.420214211833596085e+00
9.132559420000118777e+00 -1.420281276487237010e+00
9.121977080000119642e+00 -1.420348496742817934e+00
9.111394740000120507e+00 -1.420415873242639737e+00
9.100812400000121372e+00 -1.420483404527618232e+00
9.090230060000122236e+00 -1.420551096656139434e+00
9.079647720000123101e+00 -1.420618943063548967e+00
9.069065380000123966e+00 -1.420686951215413885e+00
9.058483040000124831e+00 -1.420755116658477979e+00
9.047900700000125696e+00 -1.420823441451066538e+00
9.037318360000126560e+00 -1.420891926254351567e+00
9.026736020000127425e+00 -1.420960571631114444e+00
9.016153680000128290e+00 -1.421029378249023534e+00
9.005571340000129155e+00 -1.421098344666991586e+00
8.994989000000130019e+00 -1.421167483511777130e+00
8.984406660000130884e+00 -1.421236775176625056e+00
8.973824320000131749e+00 -1.421306233672859687e+00
