2.412773520000667915e+00 -1.392988328432519962e+00
2.402191180000668780e+00 -1.393603187567608703e+00
2.391608840000669645e+00 -1.394200017289433546e+00
2.381026500000670509e+00 -1.394782154414361708e+00
2.370444160000671374e+00 -1.395353774783389067e+00
2.359861820000672239e+00 -1.395921761715864573e+00
2.349279480000673104e+00 -1.396495783568977744e+00
2.338697140000673969e+00 -1.397086559988391929e+00
2.328114800000674833e+00 -1.397705061508911939e+00
2.317532460000675698e+00 -1.398356693202952306e+00
2.306950120000676563e+00 -1.399040116446812476e+00
2.296367780000677428e+00 -1.399747346442831830e+00
2.285785440000678292e+00 -1.400468535047855401e+00
2.275203100000679157e+00 -1.401194696453138766e+00
2.264620760000680022e+00 -1.401917999717047669e+00
2.254038420000680887e+00 -1.402634075339255437e+00
2.243456080000681752e+00 -1.403338383970073933e+00
2.232873740000682616e+00 -1.404028955950891167e+00
2.222291400000683481e+00 -1.404702996242732649e+00
2.211709060000684346e+00 -1.405359182382061700e+00
2.201126720000685211e+00 -1.405996008016954013e+00
2.190544380000686076e+00 -1.406612206891898254e+00
2.179962040000686940e+00 -1.407207082787072849e+00
2.169379700000687805e+00 -1.407778867090405228e+00
2.158797360000688670e+00 -1.408327236446562880e+00
2.148215020000689535e+00 -1.408850828399297761e+00
2.137632680000690399e+00 -1.409349129894194919e+00
2.127050340000691264e+00 -1.409820836452749360e+00
2.116468000000692129e+00 -1.410265169452455059e+00
2.105885660000692994e+00 -1.410681177782063145e+00
2.095303320000693859e+00 -1.411067739595199155e+00
2.084720980000694723e+00 -1.411424389749051489e+00
2.074138640000695588e+00 -1.411749445807109815e+00
2.063556300000696453e+00 -1.412042736775573681e+00
2.052973960000697318e+00 -1.412302412642057803e+00
2.042391620000698182e+00 -1.412528201055219146e+00
2.031809280000699047e+00 -1.412718387460554004e+00
2.021226940000699912e+00 -1.412872448022691740e+00
2.010644600000700777e+00 -1.412989008324593510e+00
2.000062260000701642e+00 -1.413066817722071544e+00
1.989479920000702506e+00 -1.413105220352089741e+00
