2.968337999999999965e+02 -7.473766744017568442e+01 -7.464236279725645318e+01 -7.464232261391450152e+01 -7.450011968741473822e+01 -7.431377935325747330e+01 -7.410568736598430917e+01 -7.410419532087649941e+01 -7.407575123049136323e+01 -7.406990948369227112e+01 -7.406438199339154949e+01 -7.401166249903387495e+01 -7.401022544539212333e+01 -7.398644433639384488e+01 -7.398160242748151916e+01 -7.398088672659928022e+01 -7.397651466164502665e+01 -7.392067100533402879e+01 -7.384027211837253901e+01 -7.339130151333822027e+01 -7.324582160448976254e+01 -7.318025189466231950e+01 -7.293073958073132701e+01 -7.292157008678786667e+01 -7.290787293221774235e+01 -7.278471017397673393e+01 -7.274116454970322820e+01
2.959432985999999914e+02 -7.473768313117048478e+01 -7.464235936978137431e+01 -7.464231762167364082e+01 -7.450011911241588791e+01 -7.431401841286610477e+01 -7.410624921171731216e+01 -7.410469980719770433e+01 -7.407638238294407529e+01 -7.407046523635304425e+01 -7.406488698492235301e+01 -7.401225032477474031e+01 -7.401075426442834271e+01 -7.398669928615333902e+01 -7.398227902220953922e+01 -7.398110928766455174e+01 -7.397673325659832244e+01 -7.392079612221797902e+01 -7.384055473091670763e+01 -7.339178111710872088e+01 -7.324729176089402927e+01 -7.318109905579612473e+01 -7.293252752968589903e+01 -7.292329733780745471e+01 -7.290962752398628766e+01 -7.278646369512283343e+01 -7.274205905587716359e+01
2.950527971999999863e+02 -7.473769942300408786e+01 -7.464235577110663655e+01 -7.464231240458094874e+01 -7.450011848104927026e+01 -7.431426060637060971e+01 -7.410681485742762220e+01 -7.410520615462198180e+01 -7.407701914423157064e+01 -7.407102510404467921e+01 -7.406539486244929549e+01 -7.401284223517896521e+01 -7.401128532061339627e+01 -7.398695185872482227e+01 -7.398295546496778741e+01 -7.398132989010036908e+01 -7.397695063142657546e+01 -7.392089617751967978e+01 -7.384083699826202007e+01 -7.339226178189485950e+01 -7.324876311545718011e+01 -7.318196078081908240e+01 -7.293432453120524883e+01 -7.292503282444653223e+01 -7.291139104060900422e+01 -7.278822589489369932e+01 -7.274290540748262401e+01
2.941622957999999812e+02 -7.473771634162829969e+01 -7.464235199293773348e+01 -7.464230695298151375e+01 -7.450011778682660690e+01 -7.431450699299367102e+01 -7.410738441585773728e+01 -7.410571439007918570e+01 -7.407766196643972023e+01 -7.407158965311315058e+01 -7.406590530864254163e+01 -7.401343907670272415e+01 -7.401181869009222680e+01 -7.398720208974675927e+01 -7.398363240814843778e+01 -7.398154866876240021e+01 -7.397716679064615164e+01 -7.392112180894766027e+01 -7.384111894124474418e+01 -7.339274359686258720e+01 -7.325029659449134556e+01 -7.318306565354129134e+01 -7.293613233069051205e+01 -7.292678201545609795e+01 -7.291316470327674892e+01 -7.279000253243185625e+01 -7.274424786634455131e+01
2.932717943999999761e+02 -7.473773390179481169e+01 -7.464234802591155926e+01 -7.464230125650232139e+01 -7.450011702302465721e+01 -7.431475586947655643e+01 -7.410795796979836325e+01 -7.410622452537664628e+01 -7.407831056433909112e+01 -7.407215834141062771e+01 -7.406641925654692216e+01 -7.401404010796790089e+01 -7.401235429671571353e+01 -7.398744976441859933e+01 -7.398430976551965443e+01 -7.398176541318662203e+01 -7.397738162864135347e+01 -7.392131302925449177e+01 -7.384140044374984768e+01 -7.339322661246308144e+01 -7.325194206351766013e+01 -7.318470395742332357e+01 -7.293795120511683194e+01 -7.292854688415077646e+01 -7.291494925314216857e+01 -7.279179245461169501e+01 -7.274595414673787275e+01
2.923812929999999710e+02 -7.473775211899948090e+01 -7.464234386176606506e+01 -7.464229530558981196e+01 -7.450011617814286069e+01 -7.431500862856748313e+01 -7.410853547895638371e+01 -7.410673646126004144e+01 -7.407896539343342113e+01 -7.407273178245519318e+01 -7.406693586377312499e+01 -7.401464641445615200e+01 -7.401289210468588919e+01 -7.398769484273331898e+01 -7.398498749749681735e+01 -7.398198035235395764e+01 -7.397759501512808811e+01 -7.392169713898080374e+01 -7.384168148222754269e+01 -7.339371095469070383e+01 -7.325379358312125078e+01 -7.318743641088458673e+01 -7.293978410795045875e+01 -7.293033714484563745e+01 -7.291674696838623504e+01 -7.279360581850271217e+01 -7.274894030389540944e+01
2.914907915999999659e+02 -7.473777099416338388e+01 -7.464233948961334875e+01 -7.464228908867741552e+01 -7.450011521874593257e+01 -7.431526510348713543e+01 -7.410911721950104436e+01 -7.410725026999132581e+01 -7.407962688444305854e+01 -7.407331001298707918e+01 -7.406745542001138460e+01 -7.401525935896474095e+01 -7.401343211766786112e+01 -7.398793756672182553e+01 -7.398566579716442959e+01 -7.398219432205299029e+01 -7.397780698653802745e+01 -7.392251320349068067e+01 -7.384196202531828135e+01 -7.339419708658502373e+01 -7.325650298750149148e+01 -7.319317419708305295e+01 -7.294164195467668321e+01 -7.293219272752365612e+01 -7.291856612249232228e+01 -7.279548020512118001e+01 -7.275566849444076922e+01
2.906002901999999608e+02 -7.473779074779075415e+01 -7.464233490610064337e+01 -7.464228259500329443e+01 -7.450011437566331551e+01 -7.431552526340759357e+01 -7.410970260201055737e+01 -7.410776587258563097e+01 -7.408029251829296413e+01 -7.407389163049603553e+01 -7.406797793677876030e+01 -7.401586900478486086e+01 -7.401397429540097050e+01 -7.398817580338683797e+01 -7.398634474346201273e+01 -7.398240141235088174e+01 -7.397801735557671066e+01 -7.392167723286380010e+01 -7.384224157443708236e+01 -7.339468058229127223e+01 -7.325618413282181507e+01 -7.318604120588626927e+01 -7.294344951850672487e+01 -7.293383935273203633e+01 -7.292034655031372381e+01 -7.279718124127477097e+01 -7.274762370922969978e+01
2.897097887999999557e+02 -7.473781114419028881e+01 -7.464233009368092553e+01 -7.464227581417868862e+01 -7.450011334052335599e+01 -7.431578908514215698e+01 -7.411029226089223698e+01 -7.410828318228702472e+01 -7.408096546387685066e+01 -7.407447848315501915e+01 -7.406850334582237849e+01 -7.401648774428262811e+01 -7.401451850859163528e+01 -7.398841183524226039e+01 -7.398702432068293433e+01 -7.398260869280458962e+01 -7.397822607976480924e+01 -7.392184312885513009e+01 -7.384252059827137771e+01 -7.339516704602854702e+01 -7.325766717914510195e+01 -7.318683755707074567e+01 -7.294530219667093718e+01 -7.293562601411196056e+01 -7.292216504515076281e+01 -7.279900005029227827e+01 -7.274857026024641016e+01
2.888192873999999506e+02 -7.473783232094885420e+01 -7.464232504299909010e+01 -7.464226873192352230e+01 -7.450011222503978559e+01 -7.431605652478305046e+01 -7.411088617519816069e+01 -7.410880232665961387e+01 -7.408164480689075049e+01 -7.407507008488099132e+01 -7.406903190050972796e+01 -7.401711110694947138e+01 -7.401506488246944571e+01 -7.398864466657491334e+01 -7.398770488903332421e+01 -7.398281342411708295e+01 -7.397843311923259080e+01 -7.392200628360639314e+01 -7.384279889561274501e+01 -7.339565445056926762e+01 -7.325915189818690010e+01 -7.318762478163236551e+01 -7.294716451483583342e+01 -7.293742136008958710e+01 -7.292399308430911731e+01 -7.280082850724799926e+01 -7.274950701899975058e+01
